variant,question,expected_no_answer,question_type,difficulty,knowledge_scope,crag_action,hit,mrr,recall,precision,correctness,faithfulness,relevance,fallback_appropriate,hallucination,issue_type,summary
"SYSTEM","如果北航师生违规下载电子资源，图书馆会采取哪些处理措施？",false,"procedure","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，应答错误拒答"
"SYSTEM","校内单位是否可以自行设置代理服务器访问图书馆电子资源？",false,"policy","medium","affairs_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,1,1,false,false,"retrieval","检索失败，未找到相关证据"
"SYSTEM","国新院学生申请临时困难补助的适用情形有哪些？",false,"eligibility","medium","affairs_kb","ANSWER",1.0,0.5,1.0,0.16666666666666666,5,5,5,true,false,"none","回答完全匹配标准答案，忠于证据，无幻觉"
"SYSTEM","国新院临时困难补助的资助额度分为哪几档？",false,"policy","easy","affairs_kb","ANSWER",1.0,0.5,1.0,0.2,5,2,5,true,true,"generation","答案分档正确但编造评分体系"
"SYSTEM","国新院学生工作部在临时困难补助工作中承担什么具体职责？",false,"procedure","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败导致错误拒答"
"SYSTEM","海洋同学申请临时困难补助的原因是什么？",false,"eligibility","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,2,2,false,true,"generation","回答虚构‘海洋’为‘马骏涛’，编造外公化疗费、父亲肝癌等证据未支持内容"
"SYSTEM","每天闭馆后图书馆对电子存包柜会做哪些处理？读者物品若被清理，责任如何划分？",false,"procedure","medium","affairs_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关证据"
"SYSTEM","中国农业银行杭州瓶窑支行的开户行代码是多少？",false,"contact","easy","external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","检索失败，未找到开户行代码"
"SYSTEM","杭州市北京航空航天大学国际创新研究院的统一社会信用代码是多少？",false,"eligibility","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,1,false,false,"retrieval","应答错误，未给出正确信用代码"
"SYSTEM","乙方能否将本合同项下的设计业务分包给第三方？",false,"policy","easy","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,1,1,false,false,"retrieval","应答但无证据导致错误拒答"
"SYSTEM","监理合同在什么条件下正式生效？",false,"procedure","easy","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答标准答案却返回无信息"
"SYSTEM","如果工程因非监理人原因暂停超过182天，监理人是否有权解除合同？依据是什么？",false,"procedure","medium","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,1,1,false,false,"retrieval","应答但无检索证据导致拒答错误"
"SYSTEM","当委托人拖欠监理酬金时，监理人可采取哪些递进式救济措施？",false,"procedure","medium","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,1,1,false,false,"retrieval","应答而未答，检索失败"
